,Unnamed: 0,area_type,location,size,society,total_sqft,bath,balcony,price
8076,8281,Super built-up  Area,Thanisandra main road,3 BHK,,3144,3.0,1.0,455.0
7211,7379,Super built-up  Area,Old Madras Road,4 BHK,Brica E,3630,6.0,1.0,196.0
4679,4746,Super built-up  Area,R.T. Nagar,2 BHK,Siilka ,1235,2.0,2.0,65.0
5528,5628,Built-up  Area,Sarjapur  Road,3 BHK,Adntsra,2556,3.0,2.0,169.0
2377,2392,Super built-up  Area,Frazer Town,4 BHK,Meentan,4850,6.0,2.0,385.0
11824,12278,Super built-up  Area,Whitefield,2 BHK,Sparam ,1317,2.0,2.0,52.0
4429,4491,Built-up  Area,Sarjapur,2 BHK,Srncya ,1500,2.0,2.0,30.0
6818,6972,Plot  Area,Seegehalli,3 BHK,Stndeil,3000,4.0,2.0,235.0
9001,9270,Super built-up  Area,Kanakpura Road,2 BHK,PrarePa,700,1.0,1.0,41.0
6433,6577,Super built-up  Area,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,2.0,155.0
5996,6122,Super built-up  Area,Rachenahalli,3 BHK,Sovar S,1550,3.0,2.0,72.5
10271,10613,Super built-up  Area,Gkvk Layout,2 BHK,,1200,2.0,1.0,54.0
6130,6259,Built-up  Area,Sarjapur  Road,3 BHK,Adeatlm,1850,3.0,3.0,140.0
9421,9721,Super built-up  Area,Kodigehalli,2 BHK,Raellil,635,1.0,1.0,28.0
5151,5238,Carpet  Area,Mathikere,3 BHK,,1150,2.0,0.0,60.0
3684,3727,Super built-up  Area,Basavangudi,4 BHK,,2600,4.0,3.0,260.0
3800,3846,Super built-up  Area,Devanahalli,3 BHK,Sabixtt,1282,2.0,2.0,52.43
2585,2606,Super built-up  Area,Marathahalli,3 BHK,,1535,3.0,2.0,72.5
1303,1307,Super built-up  Area,Kambipura,3 BHK,,1082,2.0,1.0,45.0
8834,9094,Super built-up  Area,Rajaji Nagar,3 BHK,PhestOn,2450,3.0,3.0,330.0
6385,6527,Super built-up  Area,Kasavanhalli,3 BHK,Esree8 ,1494,3.0,2.0,82.0
3860,3909,Super built-up  Area,Bellandur,2 BHK,Kritel ,1050,2.0,2.0,72.0
5963,6088,Super built-up  Area,Sonam Layout,2 BHK,,905,2.0,1.0,50.0
5095,5180,Plot  Area,Jalahalli East,4 BHK,,720,4.0,2.0,48.0
10215,10553,Built-up  Area,Sarjapur  Road,4 BHK,AztheBr,3418,,,222.0
8726,8973,Built-up  Area,Hennur,3 BHK,Bront A,1640,3.0,2.0,120.0
5922,6044,Plot  Area,Sector 1 HSR Layout,2 BHK,,600,2.0,1.0,120.0
11813,12267,Super built-up  Area,Singasandra,3 BHK,,1653,3.0,2.0,85.0
10386,10736,Super built-up  Area,Rajaji Nagar,3 BHK,Brway G,1720,3.0,2.0,224.0
8739,8986,Plot  Area,Jalahalli,8 BHK,,1244,6.0,2.0,130.0
1613,1620,Plot  Area,Marsur,3 BHK,MGave E,1000,4.0,3.0,66.0
10054,10384,Super built-up  Area,frazertown,3 BHK,,2900,3.0,2.0,325.0
8960,9226,Super built-up  Area,Whitefield,3 BHK,Aangsur,1600,3.0,2.0,95.0
4097,4151,Super built-up  Area,Kanakpura Road,3 BHK,PrarePa,1300,3.0,2.0,69.0
4526,4590,Plot  Area,Marathahalli,4 BHK,,4000,4.0,1.0,650.0
3649,3690,Super built-up  Area,Jalahalli East,3 BHK,,1475,3.0,2.0,96.0
11604,12041,Super built-up  Area,Whitefield,2 BHK,SSthamh,1175,2.0,1.0,41.0
3571,3610,Plot  Area,Kyalasanahalli,4 BHK,UpowsMe,1200,4.0,3.0,110.0
6505,6649,Super built-up  Area,Panathur,2 BHK,Prcesvy,1198,2.0,1.0,86.26
9748,10063,Super built-up  Area,Veersandra,2 BHK,Shnto F,1250,2.0,1.0,55.0
467,467,Super built-up  Area,Ambalipura,3 BHK,,1800,3.0,3.0,110.0
8923,9188,Super built-up  Area,Sarjapur  Road,3 BHK,Ceiti I,1797,4.0,1.0,95.0
12427,12927,Super built-up  Area,Chandapura,2 BHK,PavesGr,876,2.0,2.0,28.47
5960,6085,Super built-up  Area,Hennur Road,3 BHK,SaireSa,1949,3.0,1.0,133.0
8947,9213,Super built-up  Area,Nallurhalli,3 BHK,TrryaAi,1237,3.0,2.0,78.0
8962,9228,Super built-up  Area,Frazer Town,3 BHK,APuraen,3100,3.0,,400.0
106,106,Built-up  Area,Nagarbhavi,3 BHK,,1630,2.0,1.0,98.0
6119,6248,Plot  Area,Lakkasandra Extension,5 BHK,,1280,3.0,1.0,250.0
5967,6092,Built-up  Area,Bommanahalli,2 BHK,,1290,2.0,1.0,73.0
2638,2659,Super built-up  Area,Whitefield,2 BHK,SrireSo,920,2.0,1.0,63.0
11072,11471,Built-up  Area,Pai Layout,6 BHK,,3800,6.0,,175.0
11291,11706,Super built-up  Area,7th Phase JP Nagar,1 BHK,Brnia G,750,1.0,2.0,47.0
11717,12164,Built-up  Area,Malleshwaram,5 BHK,,3000,4.0,0.0,900.0
5980,6106,Built-up  Area,HBR Layout,3 BHK,Giersin,1783,3.0,2.0,125.0
411,411,Super built-up  Area,Sanne Amanikere,2 BHK,Hoxiaa ,1185,2.0,,38.0
11940,12401,Built-up  Area,3rd Stage Raja Rajeshwari Nagar,2 BHK,,1300,3.0,1.0,65.0
7613,7797,Super built-up  Area,Begur Road,4 BHK,Pruthg ,2462 - 2467,6.0,0.0,118.0
5399,5493,Built-up  Area,9th Phase JP Nagar,1 BHK,NaensGa,600,1.0,0.0,20.0
11173,11579,Super built-up  Area,J C Nagar,3 BHK,,1525,3.0,3.0,65.0
5627,5731,Built-up  Area,Victoria Layout,2 BHK,,850,2.0,1.0,72.0
4901,4979,Super built-up  Area,Hosa Road,2 BHK,,1016,2.0,2.0,40.0
10338,10685,Built-up  Area,KR Puram,2 BHK,SViseun,1035,2.0,2.0,40.0
6836,6992,Super built-up  Area,Devi Nagar,3 BHK,Krtonwe,2000,3.0,2.0,105.0
3646,3687,Super built-up  Area,Binny Pete,2 BHK,She 2rk,1365,2.0,1.0,122.0
1503,1510,Built-up  Area,Attibele,1 BHK,Jae 2hu,400,1.0,1.0,14.0
5739,5848,Super built-up  Area,Whitefield,1 BHK,Goted U,613 - 648,1.0,0.0,32.15
5125,5211,Built-up  Area,Yelenahalli,3 BHK,,1600,3.0,3.0,61.37
6492,6636,Plot  Area,Jigani,,S2enste,1500,,,25.49
11766,12218,Super built-up  Area,Yelahanka,2 BHK,Velas V,1315,2.0,3.0,77.0
10466,10824,Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,,1250,2.0,2.0,68.0
4685,4753,Super built-up  Area,Haralur Road,3 BHK,Ozensve,1255,3.0,1.0,130.0
10107,10441,Built-up  Area,"Haralur Road, ",4 BHK,,2597,4.0,3.0,189.0
9241,9530,Super built-up  Area,Kothanur,3 BHK,Somumys,1760,3.0,,110.0
1862,1871,Built-up  Area,3rd Block HBR Layout,3 BHK,,2000,3.0,1.0,100.0
11274,11689,Super built-up  Area,Amam Enclave Layout,2 BHK,,975,2.0,1.0,55.0
9653,9964,Super built-up  Area,Kasavanhalli,2 BHK,MSopsw ,1100,2.0,1.0,68.0
10200,10538,Super built-up  Area,Basavangudi,2 BHK,,1200,2.0,3.0,120.0
2360,2374,Super built-up  Area,B Channasandra,2 BHK,,1300,2.0,1.0,79.0
7645,7829,Super built-up  Area,Banaswadi,2 BHK,,1222,2.0,2.0,80.0
8327,8547,Super built-up  Area,Sarjapur  Road,3 BHK,PualeSk,1929,4.0,1.0,101.0
2133,2145,Built-up  Area,9th Phase JP Nagar,2 BHK,NaensGa,1035,2.0,1.0,45.0
8300,8518,Super built-up  Area,Rachenahalli,3 BHK,Sovar S,1550,3.0,3.0,72.5
2406,2422,Super built-up  Area,Bharathi Nagar,2 BHK,FoapeWa,1322,2.0,2.0,68.0
29,29,Super built-up  Area,Electronic City,3 BHK,KBityo ,1025,2.0,1.0,47.0
6735,6886,Super built-up  Area,Hebbal,2 BHK,Srntsha,1200,2.0,1.0,60.0
5066,5150,Super built-up  Area,Seegehalli,2 BHK,,1096,2.0,1.0,41.0
2801,2827,Built-up  Area,1st Stage Indira Nagar,2 BHK,,1400,2.0,1.0,67.0
7169,7336,Super built-up  Area,Whitefield,2 BHK,Suram S,1180,2.0,2.0,70.0
7366,7540,Super built-up  Area,Old Madras Road,3 BHK,Shmes O,1350,3.0,1.0,47.25
3909,3961,Built-up  Area,Vijaya Bank Layout,3 BHK,Dhise P,1605,2.0,3.0,85.0
10469,10827,Built-up  Area,Electronic City,2 BHK,Prhtsua,1250,2.0,1.0,62.0
568,568,Super built-up  Area,,3 BHK,Grare S,1600,3.0,2.0,86.0
12235,12719,Super built-up  Area,Chandapura,2 BHK,SunceEs,985,2.0,1.0,25.12
6143,6272,Plot  Area,T G extension,2 BHK,,1200,1.0,2.0,95.0
3559,3598,Super built-up  Area,Haralur Road,4 BHK,SNnia E,2805 - 3565,,,175.0
1245,1248,Built-up  Area,Ramamurthy Nagar,2 BHK,Foghaa ,1040,2.0,2.0,50.0
4219,4274,Super built-up  Area,KR Puram,2 BHK,HovasTe,1100,2.0,2.0,43.0
6290,6426,Super built-up  Area,Old Madras Road,3 BHK,Brica E,2990,5.0,1.0,210.0
1458,1464,Super built-up  Area,Whitefield,3 BHK,AdndeBe,1405,2.0,1.0,78.0
1943,1952,Super built-up  Area,Ashwathnagar,3 BHK,Vaour S,2204,2.0,3.0,305.0
1835,1844,Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,,1185,2.0,2.0,47.39
316,316,Super built-up  Area,Kodathi,2 BHK,,850,2.0,2.0,27.0
108,108,Built-up  Area,Jalahalli West,2 BHK,,782,2.0,2.0,55.68
4718,4787,Super built-up  Area,Chandapura,2 BHK,KHityry,700,1.0,1.0,19.0
3887,3937,Super built-up  Area,Hulimavu,2 BHK,ArowsMe,1225,2.0,2.0,55.0
11064,11461,Super built-up  Area,Banagiri Nagar,3 BHK,,1500,2.0,2.0,120.0
10104,10438,Super built-up  Area,Indira Nagar,2 BHK,,1260,2.0,3.0,120.0
8432,8664,Plot  Area,Yelachenahalli,2 BHK,,1200,2.0,2.0,160.0
9612,9923,Super built-up  Area,Uttarahalli,3 BHK,Ayaya A,1270,2.0,1.0,55.25
6759,6910,Super built-up  Area,Uttarahalli,3 BHK,,1320,2.0,2.0,55.44
8469,8704,Built-up  Area,Indira Nagar,3 BHK,Monorh ,1500,3.0,3.0,120.0
4889,4967,Plot  Area,Bommenahalli,4 BHK,Prana S,1632,3.0,1.0,128.0
12515,13018,Super built-up  Area,Hennur,2 BHK,Shateor,1255,2.0,2.0,56.5
9195,9480,Super built-up  Area,Marathahalli,4 BHK,Prionad,2500,5.0,2.0,181.0
12442,12943,Super built-up  Area,Vishwapriya Layout,2 BHK,Prodsth,890,2.0,3.0,37.0
8371,8595,Built-up  Area,Ramamurthy Nagar,2 BHK,Amazaa ,1360,2.0,0.0,45.0
2678,2700,Super built-up  Area,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,77.68
5023,5106,Super built-up  Area,Varthur,3 BHK,Vaensia,1450,3.0,2.0,71.0
4634,4701,Super built-up  Area,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,87.5
2715,2738,Super built-up  Area,Balagere,2 BHK,Soresea,1012,2.0,1.0,54.59
4411,4472,Super built-up  Area,Hebbal,3 BHK,Mahosya,1760,3.0,2.0,123.0
9236,9525,Super built-up  Area,Parappana Agrahara,2 BHK,,1092,2.0,2.0,43.0
3592,3631,Super built-up  Area,Begur Road,3 BHK,Dhalsh ,1410,2.0,3.0,52.17
9712,10026,Plot  Area,Bharat Nagar,3 BHK,,1500,4.0,2.0,180.0
4170,4225,Super built-up  Area,Whitefield,2 BHK,Veales ,1250,2.0,2.0,72.0
6778,6931,Super built-up  Area,Rajaji Nagar,3 BHK,ProdsWe,1615,3.0,1.0,175.0
4653,4720,Built-up  Area,Thanisandra,3 BHK,Soitya ,1690,3.0,2.0,125.0
7998,8197,Plot  Area,Nagashetty Halli,2 BHK,,840,1.0,1.0,99.0
973,974,Super built-up  Area,Uttarahalli,2 BHK,,1175,2.0,2.0,47.0
10543,10906,Super built-up  Area,Seetharampalya,3 BHK,Sapazta,1798,3.0,3.0,73.0
5381,5474,Super built-up  Area,Gottigere,2 BHK,Srncyla,1010,2.0,1.0,35.0
7798,7987,Built-up  Area,BTM Layout,3 BHK,Myace P,1540,2.0,2.0,78.0
3455,3494,Built-up  Area,Hoodi,2 BHK,SMaxyay,1500,2.0,1.0,84.0
11682,12124,Super built-up  Area,Hennur Road,2 BHK,Mileeou,950,2.0,1.0,55.0
3352,3391,Built-up  Area,Subramanyapura,2 BHK,Srnumum,1050,2.0,3.0,41.0
6720,6870,Built-up  Area,Hebbal,2 BHK,Prersis,1299,2.0,1.0,100.0
1374,1378,Super built-up  Area,Marathahalli,2 BHK,PrensKe,1146,2.0,1.0,70.0
5640,5744,Built-up  Area,Varthur Road,2 BHK,VRdelit,1277,2.0,2.0,59.0
5183,5270,Super built-up  Area,Kengeri Satellite Town,2 BHK,Malowr ,795,2.0,2.0,32.0
7882,8075,Super built-up  Area,Benson Town,4 BHK,Saentva,3633,6.0,2.0,550.0
11001,11395,Super built-up  Area,Bannerghatta Road,3 BHK,,1885,3.0,1.0,125.0
4237,4292,Super built-up  Area,Hulimavu,2 BHK,RatosAr,1255,2.0,2.0,69.0
6651,6800,Super built-up  Area,Medahalli,2 BHK,,990,2.0,3.0,35.0
6515,6659,Plot  Area,Kundalahalli,4 BHK,,2500,5.0,2.0,350.0
6575,6721,Super built-up  Area,Banashankari,2 BHK,,1181,2.0,1.0,75.0
10,10,Super built-up  Area,Whitefield,3 BHK,,1800,2.0,2.0,70.0
10439,10792,Plot  Area,Hormavu,3 BHK,Prageta,1800,3.0,1.0,204.0
8294,8511,Super built-up  Area,Whitefield,3 BHK,Eznuee ,3596,3.0,1.0,200.0
6209,6340,Super built-up  Area,Bommasandra Industrial Area,3 BHK,Stkarrd,1250,3.0,3.0,50.0
1426,1431,Built-up  Area,Kogilu,2 BHK,,650,2.0,0.0,28.0
10333,10680,Super built-up  Area,Bellandur,3 BHK,CVnetnc,1420,3.0,2.0,62.0
9317,9607,Super built-up  Area,JCR Layout,2 BHK,ARnamru,1160,2.0,1.0,40.53
11039,11435,Plot  Area,Kamala Nagar,3 BHK,,2800,3.0,1.0,400.0
718,718,Built-up  Area,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,1.0,71.0
6323,6460,Super built-up  Area,Dasanapura,2 BHK,Tavenew,814,2.0,1.0,42.0
12238,12722,Built-up  Area,Whitefield,3 BHK,SneurGr,1740,3.0,3.0,85.0
9341,9631,Built-up  Area,KR Puram,4 BHK,Caxusnd,2065,4.0,0.0,248.0
11831,12285,Built-up  Area,Nagarbhavi,3 BHK,,2200,2.0,3.0,99.0
4581,4646,Plot  Area,Madanayakahalli,2 BHK,,1200,2.0,1.0,34.0
735,735,Super built-up  Area,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,52.04
7529,7710,Super built-up  Area,Abbaiah Reddy Layout,2 BHK,,1190,2.0,2.0,41.0
4896,4974,Super built-up  Area,Sector 7 HSR Layout,2 BHK,Saitya ,1342,2.0,2.0,115.0
323,323,Plot  Area,Akshaya Vana,4 BHK,,1200,4.0,3.0,165.0
8139,8349,Built-up  Area,Electronic City,3 BHK,,1320,2.0,1.0,38.12
2140,2152,Super built-up  Area,1st Block Jayanagar,3 BHK,,1875,2.0,3.0,235.0
5118,5204,Plot  Area,Naganathapura,8 BHK,,1200,7.0,3.0,100.0
5407,5501,Plot  Area,Kengeri,3 BHK,,1200,3.0,1.0,67.0
909,909,Built-up  Area,Sarjapur  Road,3 BHK,,2238,3.0,1.0,140.0
2627,2648,Super built-up  Area,Koramangala,2 BHK,Suryais,1325,2.0,2.0,119.0
5128,5214,Super built-up  Area,4th Phase JP Nagar,2 BHK,,1070,2.0,2.0,38.9
496,496,Super built-up  Area,Yelahanka,2 BHK,Apows M,1035,2.0,1.0,45.0
10753,11131,Super built-up  Area,Tejaswini Nagar,3 BHK,Dhndsh ,1410,2.0,1.0,54.0
7741,7926,Carpet  Area,Doddakannelli,3 BHK,,780,3.0,,75.0
7628,7812,Super built-up  Area,Hosa Road,2 BHK,,1245,2.0,1.0,62.0
8784,9037,Super built-up  Area,Rachenahalli,2 BHK,,1200,2.0,2.0,46.5
7803,7992,Plot  Area,Sampigehalli,2 BHK,,1200,2.0,1.0,61.0
1206,1209,Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,,1278,2.0,1.0,53.76
8484,8719,Plot  Area,Chikka Tirupathi,3 BHK,,2646,3.0,,99.0
5001,5082,Plot  Area,Giri Nagar,4 BHK,,2400,4.0,2.0,400.0
7116,7282,Super built-up  Area,Bannerghatta,2 BHK,,1100,2.0,1.0,66.0
12495,12997,Super built-up  Area,Yelahanka,2 BHK,Aduil T,1360,2.0,1.0,78.19
1195,1198,Super built-up  Area,Battarahalli,3 BHK,PaontWa,1945,3.0,2.0,97.42
11618,12055,Plot  Area,Rajaji Nagar,8 BHK,,1200,10.0,2.0,180.0
7149,7316,Built-up  Area,Ramamurthy Nagar Extension,3 BHK,SaaceSa,1350,3.0,2.0,48.6
11913,12373,Super built-up  Area,Kathriguppe,3 BHK,,1390,2.0,2.0,69.49
7254,7424,Super built-up  Area,Hoodi,2 BHK,GoAirej,1108,2.0,1.0,74.23
7836,8027,Super built-up  Area,Shetty Halli,1 BHK,,800,1.0,2.0,32.0
6947,7106,Plot  Area,6th Phase JP Nagar,4 BHK,,600,4.0,3.0,125.0
4989,5070,Super built-up  Area,Kanakapura,3 BHK,,1254,2.0,2.0,70.0
7297,7468,Plot  Area,Rajaji Nagar,5 BHK,,900,4.0,0.0,140.0
288,288,Super built-up  Area,Silver Springs Layout,2 BHK,Bhinglv,1084,2.0,2.0,50.0
10579,10946,Built-up  Area,Electronic City,3 BHK,,1220,2.0,1.0,35.23
12168,12643,Super built-up  Area,Electronics City Phase 1,1 BHK,Shiaa S,640,1.0,1.0,45.0
12232,12716,Built-up  Area,Thanisandra,3 BHK,Soitya ,1694,3.0,1.0,125.0
4397,4458,Super built-up  Area,Whitefield,2 BHK,Viisear,1150,2.0,2.0,90.0
12526,13030,Super built-up  Area,Hennur Road,3 BHK,SaireSa,1936,3.0,1.0,131.0
12420,12920,Super built-up  Area,CV Raman Nagar,2 BHK,,1225,2.0,2.0,48.0
388,388,Super built-up  Area,Vijayanagar,3 BHK,Saityat,1826,3.0,2.0,121.0
836,836,Super built-up  Area,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,68.75
9415,9715,Super built-up  Area,Brooke Bond First Cross,3 BHK,Soosea ,1721,3.0,2.0,93.0
11515,11946,Super built-up  Area,Bannerghatta Road,3 BHK,SNity S,1465,2.0,1.0,75.0
280,280,Built-up  Area,Gollarapalya Hosahalli,2 BHK,Mauner ,861,2.0,1.0,34.5
3090,3123,Plot  Area,2nd Stage Nagarbhavi,5 BHK,,1200,4.0,3.0,240.0
8013,8212,Super built-up  Area,Outer Ring Road East,4 BHK,PrstaTe,3870,4.0,2.0,411.0
5294,5383,Super built-up  Area,Whitefield,2 BHK,ARipsul,1140,2.0,2.0,45.0
6660,6809,Super built-up  Area,7th Phase JP Nagar,3 BHK,Brnia G,1460,2.0,2.0,100.0
6839,6995,Super built-up  Area,Gubbalala,2 BHK,MauilTr,1205,2.0,2.0,70.0
1112,1113,Super built-up  Area,Haralur Road,2 BHK,RInceeg,1243,2.0,1.0,46.0
8165,8376,Super built-up  Area,Sarjapur  Road,2 BHK,Contsci,1262,2.0,2.0,67.0
11005,11399,Super built-up  Area,Banashankari,3 BHK,,1420,3.0,1.0,66.0
10701,11076,Super built-up  Area,Yelahanka,3 BHK,Pyikad ,1756,3.0,2.0,66.73
10506,10866,Super built-up  Area,Panathur,2 BHK,Isncasa,980,2.0,1.0,57.0
1034,1035,Super built-up  Area,Kathriguppe,3 BHK,,1250,2.0,1.0,68.75
9733,10048,Plot  Area,Gkvk Layout,3 BHK,,1200,4.0,2.0,180.0
4635,4702,Super built-up  Area,Marathahalli,2 BHK,Asintas,1350,2.0,1.0,89.0
267,267,Super built-up  Area,Hennur Road,3 BHK,DSapeSk,1866,2.0,2.0,61.58
5444,5541,Built-up  Area,Nayandanahalli,3 BHK,Rarelt ,1350,2.0,3.0,68.0
1598,1605,Carpet  Area,Kumara Park,3 BHK,,2200,4.0,,350.0
11203,11613,Plot  Area,Basavangudi,6 BHK,,1214,3.0,0.0,220.0
6757,6908,Super built-up  Area,Chandapura,2 BHK,Arhid O,800,2.0,1.0,25.0
6449,6593,Plot  Area,Chandra Layout,3 BHK,,700,3.0,2.0,195.0
4292,4350,Super built-up  Area,Hennur Road,2 BHK,Koagati,1036,2.0,1.0,59.46
7244,7414,Super built-up  Area,BTM 2nd Stage,2 BHK,Jancyva,1265,2.0,2.0,55.0
3160,3196,Super built-up  Area,8th Phase JP Nagar,3 BHK,,1800,3.0,1.0,80.0
8310,8530,Super built-up  Area,Budigere,3 BHK,PrityTr,1820,3.0,2.0,85.0
6693,6843,Plot  Area,Nyanappana Halli,5 BHK,,1000,5.0,2.0,140.0
3048,3080,Built-up  Area,Vijayanagar,2 BHK,,989,2.0,0.0,60.0
5948,6071,Built-up  Area,4th T block Jayanagar,4 BHK,,1550,4.0,1.0,120.0
7439,7618,Super built-up  Area,Hennur Road,3 BHK,SaireSa,2002,3.0,2.0,120.0
1379,1383,Built-up  Area,"Sarjapur Road, ",3 BHK,,3329,3.0,2.0,330.0
10113,10447,Built-up  Area,Green View Layout,2 BHK,DSeme S,1150,2.0,1.0,42.0
10078,10410,Plot  Area,Yeshwanthpur,5 BHK,,1700,5.0,2.0,300.0
416,416,Super built-up  Area,Billekahalli,2 BHK,Asity S,1125,2.0,2.0,62.0
7465,7644,Super built-up  Area,Electronic City,2 BHK,GMown E,770,1.0,1.0,39.9
9219,9508,Super built-up  Area,Reliaable Tranquil Layout,3 BHK,Sariana,1508,3.0,1.0,75.0
1962,1971,Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530,3.0,2.0,57.0
620,620,Super built-up  Area,Hebbal,3 BHK,Mahosya,1920,3.0,2.0,134.0
1703,1711,Plot  Area,Andrahalli,4 BHK,,2200,4.0,3.0,235.0
7146,7313,Built-up  Area,R.T. Nagar,3 BHK,GModsNR,1680,3.0,2.0,72.0
4303,4361,Built-up  Area,Nagarbhavi,3 BHK,Vaows M,1400,2.0,1.0,85.0
4520,4584,Super built-up  Area,Uttarahalli,3 BHK,,1360,2.0,3.0,61.2
12271,12757,Super built-up  Area,Langford Gardens,3 BHK,Soond R,2777.29,5.0,2.0,649.0
4991,5072,Built-up  Area,Electronics City Phase 1,2 BHK,Solle V,940,2.0,2.0,49.0
8250,8465,Super built-up  Area,Bannerghatta Road,4 BHK,Anineu ,3230,5.0,0.0,165.0
9164,9446,Super built-up  Area,Electronic City Phase II,2 BHK,,1140,2.0,2.0,28.5
11311,11727,Super built-up  Area,Kothanur,2 BHK,,1140,2.0,2.0,56.0
2516,2533,Super built-up  Area,Akshya Nagar,2 BHK,,1175,2.0,2.0,48.27
5386,5480,Plot  Area,Vijayanagar,8 BHK,,1470,6.0,2.0,300.0
9822,10141,Super built-up  Area,Whitefield,3 BHK,Goted U,2140,3.0,2.0,139.0
3094,3127,Super built-up  Area,Somasundara Palya,2 BHK,ManceEl,1178,2.0,3.0,73.0
5261,5349,Plot  Area,Kanakpura Road,3 BHK,,2100,3.0,2.0,140.0
8829,9089,Super built-up  Area,Rajaji Nagar,2 BHK,ProdsWe,1268,2.0,1.0,127.0
1190,1193,Built-up  Area,Banashankari,3 BHK,Skave E,1300,2.0,2.0,75.0
9735,10050,Super built-up  Area,Old Madras Road,5 BHK,Brica E,4500 - 5540,7.0,0.0,287.0
6832,6988,Plot  Area,Nagasandra,4 BHK,,1310,3.0,3.0,95.0
6939,7098,Super built-up  Area,Sarjapur  Road,3 BHK,PualeSk,1711,3.0,1.0,110.0
4948,5028,Super built-up  Area,Vijayanagar,1 BHK,Saityat,606,1.0,1.0,40.0
6147,6276,Super built-up  Area,Hosur Road,3 BHK,PuendWe,1689,3.0,1.0,103.0
6627,6776,Plot  Area,Whitefield,4 BHK,Prrry M,2403,4.0,2.0,270.0
3776,3822,Plot  Area,Sector 2 HSR Layout,5 BHK,,1200,4.0,1.0,160.0
9035,9308,Super built-up  Area,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,54.2
7139,7306,Super built-up  Area,Uttarahalli,3 BHK,,1360,2.0,2.0,47.59
1506,1513,Super built-up  Area,Whitefield,2 BHK,SSthamh,1205,2.0,1.0,39.0
8014,8215,Built-up  Area,Kaggadasapura,2 BHK,VSomepi,1225,2.0,2.0,48.0
11076,11475,Built-up  Area,Harlur,2 BHK,,1225,2.0,2.0,56.0
8509,8745,Super built-up  Area,Kudlu Gate,2 BHK,Sanzaat,1547,2.0,2.0,103.0
4533,4597,Super built-up  Area,Sarjapur  Road,2 BHK,Shthi S,1115,2.0,1.0,60.0
9351,9641,Plot  Area,7th Block Jayanagar,3 BHK,,2400,3.0,0.0,408.0
4104,4158,Super built-up  Area,Lakshminarayana Pura,2 BHK,RothaVa,1200,2.0,2.0,75.0
12475,12977,Built-up  Area,KR Puram,7 BHK,,2800,6.0,1.0,110.0
5677,5782,Super built-up  Area,Whitefield,1 BHK,UKe 2nz,530,1.0,1.0,29.44
794,794,Built-up  Area,Kalasipalya,7 BHK,,1875,2.0,2.0,300.0
730,730,Built-up  Area,Haralur Road,2 BHK,,1202,2.0,1.0,53.0
9937,10264,Super built-up  Area,Hennur Road,2 BHK,,1195,2.0,2.0,59.0
6840,6996,Plot  Area,Muthyala Nagar,4 BHK,,1200,4.0,2.0,165.0
10046,10376,Plot  Area,Gidada Konnenahalli,4 BHK,,1200,4.0,2.0,240.0
5382,5476,Plot  Area,Syndicate Bank Colony,4 BHK,,1500,4.0,3.0,240.0
10733,11110,Super built-up  Area,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,56.5
2626,2647,Super built-up  Area,Marathahalli,2 BHK,,1071,2.0,2.0,52.25
8725,8972,Super built-up  Area,Chikkalasandra,3 BHK,,1265,2.0,2.0,53.12
4884,4962,Built-up  Area,Hebbal,3 BHK,Brium C,3520,3.0,3.0,430.0
1745,1753,Super built-up  Area,Sector 7 HSR Layout,2 BHK,,1163,2.0,2.0,98.86
4722,4791,Super built-up  Area,Gottigere,2 BHK,Srncyla,1000,2.0,1.0,35.0
9148,9428,Plot  Area,Ramagondanahalli,2 BHK,,845,2.0,1.0,45.82
5117,5203,Super built-up  Area,Basapura,3 BHK,Saavenc,1540,2.0,2.0,70.0
12482,12984,Super built-up  Area,Iblur Village,4 BHK,Emine P,3596,4.0,2.0,268.0
2709,2732,Super built-up  Area,Hennur,2 BHK,,1285,2.0,1.0,60.0
7945,8140,Carpet  Area,Kanakpura Road,3 BHK,PuandHi,1600,3.0,3.0,90.0
3468,3507,Super built-up  Area,Kodichikkanahalli,2 BHK,Aaubyya,1125,2.0,1.0,52.0
2675,2697,Super built-up  Area,Begur Road,2 BHK,,1160,2.0,2.0,36.0
1199,1202,Built-up  Area,Kanakpura Road,4 BHK,PrityFa,2689,6.0,2.0,220.0
10313,10658,Super built-up  Area,Whitefield,3 BHK,AjhalNa,1725,3.0,2.0,106.0
6535,6679,Super built-up  Area,Thubarahalli,2 BHK,,1200,2.0,2.0,47.0
3492,3531,Plot  Area,Varthur,3 BHK,,1200,2.0,1.0,98.0
