,area_type,size,total_sqft,bath,balcony,price
420,Plot  Area,2 BHK,1200.0,2.0,0.0,60.0
421,Super built-up  Area,3 BHK,1991.0,4.0,2.0,103.0
422,Super built-up  Area,2 BHK,1060.0,2.0,1.0,26.5
423,Super built-up  Area,2 BHK,1105.0,2.0,1.0,75.0
424,Built-up  Area,2 BHK,985.0,2.0,2.0,67.0
425,Plot  Area,6 BHK,1533.0,5.0,3.0,85.0
426,Super built-up  Area,3 BHK,1590.0,3.0,2.0,79.0
427,Super built-up  Area,2 BHK,1120.0,2.0,2.0,55.0
428,Super built-up  Area,2 BHK,1069.0,2.0,1.0,55.0
429,Super built-up  Area,3 BHK,1933.0,3.0,2.0,140.0
430,Built-up  Area,2 BHK,1194.0,2.0,0.0,69.0
431,Super built-up  Area,2 BHK,1150.0,2.0,3.0,69.0
432,Super built-up  Area,2 BHK,1240.0,2.0,2.0,47.12
433,Super built-up  Area,2 BHK,1419.0,2.0,2.0,48.1
434,Plot  Area,8 BHK,1200.0,8.0,,250.0
435,Super built-up  Area,3 BHK,2150.0,4.0,,240.0
436,Super built-up  Area,3 BHK,1450.0,3.0,2.0,55.0
437,Super built-up  Area,3 BHK,1630.0,3.0,2.0,68.29
438,Super built-up  Area,2 BHK,708.0,1.0,1.0,40.0
439,Plot  Area,3 BHK,1000.0,4.0,3.0,110.0
440,Plot  Area,4 BHK,11890.0,4.0,3.0,700.0
441,Super built-up  Area,2 BHK,1250.0,2.0,1.0,76.0
442,Super built-up  Area,3 BHK,1400.0,2.0,1.0,95.0
443,Super built-up  Area,3 BHK,1670.0,2.0,3.0,57.0
444,Super built-up  Area,3 BHK,1750.0,3.0,2.0,100.0
445,Super built-up  Area,2 BHK,1404.0,2.0,1.0,71.0
446,Super built-up  Area,3 BHK,1715.0,2.0,2.0,95.0
447,Built-up  Area,1 BHK,630.0,1.0,1.0,34.65
448,Super built-up  Area,3 BHK,1752.12,3.0,2.0,135.0
449,Super built-up  Area,3 BHK,1650.0,3.0,2.0,78.0
450,Super built-up  Area,2 BHK,1295.0,2.0,1.0,55.47
451,Plot  Area,3 BHK,1800.0,3.0,2.0,252.0
452,Super built-up  Area,2 BHK,1346.0,2.0,1.0,74.03
453,Plot  Area,4 BHK,1200.0,4.0,2.0,200.0
454,Super built-up  Area,2 BHK,1150.0,2.0,2.0,55.0
455,Built-up  Area,4 BHK,3309.0,4.0,3.0,325.0
456,Super built-up  Area,3 BHK,1190.0,2.0,2.0,30.35
457,Super built-up  Area,3 BHK,1620.0,3.0,2.0,98.0
458,Super built-up  Area,2 BHK,950.0,2.0,1.0,46.96
459,Super built-up  Area,11 BHK,5000.0,9.0,3.0,360.0
460,Super built-up  Area,3 BHK,2450.0,3.0,0.0,120.0
461,Super built-up  Area,3 BHK,1220.0,2.0,1.0,35.23
462,Super built-up  Area,2 BHK,850.0,2.0,1.0,30.0
463,Built-up  Area,2 BHK,1020.0,2.0,2.0,63.0
464,Built-up  Area,2 BHK,1100.0,2.0,2.0,50.0
465,Super built-up  Area,2 BHK,1150.0,2.0,2.0,126.0
466,Super built-up  Area,3 BHK,1760.0,2.0,2.0,130.0
467,Super built-up  Area,3 BHK,1800.0,3.0,3.0,110.0
468,Super built-up  Area,2 BHK,1070.0,2.0,1.0,54.0
469,Plot  Area,4 BHK,1500.0,4.0,2.0,220.0
470,Plot  Area,2 BHK,1440.0,2.0,0.0,95.0
471,Super built-up  Area,2 BHK,900.0,2.0,1.0,40.0
472,Built-up  Area,4 BHK,1200.0,4.0,1.0,230.0
473,Super built-up  Area,2 BHK,1130.0,2.0,1.0,42.16
474,Super built-up  Area,2 BHK,1320.0,2.0,1.0,165.0
475,Super built-up  Area,2 BHK,1270.0,2.0,1.0,98.0
476,Built-up  Area,2 BHK,1200.0,2.0,1.0,62.0
477,Super built-up  Area,4 BHK,4800.0,4.0,,235.0
478,Super built-up  Area,2 BHK,1200.0,2.0,1.0,74.0
479,Super built-up  Area,2 BHK,929.0,2.0,0.0,50.17
480,Built-up  Area,4 BHK,1150.0,4.0,2.0,260.0
481,Plot  Area,4 BHK,1125.0,4.0,3.0,180.0
482,Plot  Area,5 BHK,500.0,3.0,2.0,65.0
483,Plot  Area,5 BHK,1200.0,5.0,2.0,190.0
484,Super built-up  Area,3 BHK,1464.0,3.0,2.0,56.0
485,Super built-up  Area,4 BHK,3600.0,4.0,3.0,400.0
486,Plot  Area,4 BHK,2000.0,4.0,2.0,99.0
487,Super built-up  Area,2 BHK,1208.0,2.0,1.0,49.0
488,Super built-up  Area,2 BHK,1130.0,2.0,2.0,60.0
489,Super built-up  Area,3 BHK,1753.0,3.0,2.0,120.0
490,Super built-up  Area,5 BHK,4500.0,7.0,3.0,337.0
491,Plot  Area,3 BHK,600.0,3.0,2.0,58.0
492,Super built-up  Area,2 BHK,1196.0,2.0,2.0,94.42
493,Built-up  Area,2 BHK,1150.0,3.0,3.0,52.5
494,Super built-up  Area,2 BHK,1128.0,2.0,1.0,63.0
495,Super built-up  Area,2 BHK,1000.0,2.0,1.0,53.0
496,Super built-up  Area,2 BHK,1035.0,2.0,1.0,45.0
497,Built-up  Area,2 BHK,950.0,2.0,1.0,32.0
498,Super built-up  Area,3 BHK,1075.0,2.0,1.0,36.0
499,Super built-up  Area,2 BHK,1040.0,2.0,1.0,48.5
500,Plot  Area,2 BHK,720.0,2.0,1.0,45.0
501,Super built-up  Area,3 BHK,1511.0,3.0,1.0,95.0
502,Built-up  Area,3 BHK,1300.0,3.0,1.0,58.0
503,Super built-up  Area,3 BHK,1545.0,3.0,1.0,68.75
504,Built-up  Area,1 BHK,375.0,2.0,0.0,26.0
505,Super built-up  Area,2 BHK,1062.0,2.0,3.0,38.0
506,Super built-up  Area,2 BHK,1115.0,2.0,1.0,40.0
507,Super built-up  Area,2 BHK,1000.0,2.0,1.0,35.0
508,Super built-up  Area,2 BHK,883.0,2.0,1.0,45.0
509,Super built-up  Area,2 BHK,1195.0,2.0,1.0,70.0
510,Plot  Area,4 BHK,1200.0,3.0,1.0,165.0
511,Built-up  Area,1 BHK,700.0,1.0,0.0,41.0
512,Super built-up  Area,2 BHK,1246.0,2.0,1.0,67.0
513,Plot  Area,4 BHK,660.0,4.0,2.0,90.0
514,Plot  Area,4 BHK,8500.0,4.0,2.0,145.0
515,Super built-up  Area,4 BHK,1600.0,4.0,1.0,80.0
516,Super built-up  Area,4 BHK,2805.0,5.0,3.0,154.0
517,Super built-up  Area,3 BHK,1584.0,3.0,,65.0
518,Plot  Area,4 BHK,3000.0,5.0,1.0,275.0
519,Built-up  Area,3 BHK,1175.0,2.0,2.0,48.0
520,Built-up  Area,3 BHK,1595.0,3.0,2.0,115.0
521,Super built-up  Area,2 BHK,1353.0,2.0,2.0,110.0
522,Super built-up  Area,3 BHK,1599.0,3.0,2.0,125.0
523,Super built-up  Area,2 BHK,1150.0,2.0,1.0,70.0
524,Super built-up  Area,4 BHK,5230.0,6.0,1.0,465.0
525,Super built-up  Area,2 BHK,1155.0,2.0,2.0,42.74
526,Built-up  Area,1 BHK,1200.0,2.0,0.0,85.0
527,Super built-up  Area,2 BHK,1000.0,2.0,1.0,25.0
528,Super built-up  Area,4 BHK,3000.0,4.0,,120.0
529,Built-up  Area,3 BHK,1867.0,3.0,1.0,160.0
530,Super built-up  Area,2 BHK,1251.0,2.0,1.0,47.0
531,Super built-up  Area,2 BHK,1028.0,2.0,1.0,45.5
532,Super built-up  Area,2 BHK,1222.0,2.0,2.0,45.0
533,Super built-up  Area,3 BHK,1170.0,2.0,1.0,66.0
534,Super built-up  Area,3 BHK,2400.0,4.0,1.0,245.0
535,Super built-up  Area,3 BHK,1385.0,2.0,2.0,48.48
536,Super built-up  Area,2 BHK,1372.0,2.0,1.0,68.0
537,Super built-up  Area,3 BHK,1282.0,2.0,2.0,49.0
538,Super built-up  Area,9 BHK,5000.0,9.0,3.0,210.0
539,Built-up  Area,5 BHK,3000.0,3.0,1.0,528.0
540,Super built-up  Area,2 BHK,1135.0,2.0,1.0,39.73
541,Built-up  Area,3 BHK,1768.0,3.0,2.0,101.0
542,Built-up  Area,3 BHK,1325.0,2.0,1.0,90.0
543,Super built-up  Area,3 BHK,1599.0,3.0,2.0,99.0
544,Plot  Area,3 BHK,1500.0,3.0,1.0,61.95
545,Plot  Area,3 BHK,2610.0,3.0,0.0,499.0
546,Super built-up  Area,2 BHK,1286.0,2.0,2.0,63.0
547,Built-up  Area,5 BHK,2845.0,5.0,1.0,140.0
548,Super built-up  Area,3 BHK,1600.0,2.0,,50.0
549,Super built-up  Area,2 BHK,1317.5,2.0,0.0,63.77
550,Super built-up  Area,3 BHK,3450.0,5.0,2.0,260.0
551,Super built-up  Area,2 BHK,1102.0,2.0,2.0,53.67
552,Super built-up  Area,2 BHK,1350.0,2.0,2.0,54.0
553,Super built-up  Area,3 BHK,1200.0,2.0,2.0,42.0
554,Plot  Area,6 BHK,1300.0,6.0,0.0,145.0
555,Plot  Area,2 BHK,1800.0,1.0,1.0,80.0
556,Built-up  Area,2 BHK,950.0,2.0,1.0,40.0
557,Super built-up  Area,1 BHK,525.0,1.0,1.0,27.25
558,Built-up  Area,2 BHK,656.0,2.0,1.0,25.0
559,Plot  Area,4 BHK,1780.0,4.0,3.0,175.0
560,Super built-up  Area,2 BHK,1056.0,2.0,1.0,80.0
561,Super built-up  Area,1 BHK,595.0,1.0,1.0,33.32
562,Built-up  Area,2 BHK,1080.0,2.0,2.0,50.0
563,Super built-up  Area,3 BHK,2225.0,3.0,1.0,160.0
564,Super built-up  Area,2 BHK,1126.0,2.0,1.0,28.15
565,Super built-up  Area,3 BHK,1490.0,3.0,1.0,84.0
566,Plot  Area,4 BHK,2000.0,4.0,1.0,300.0
567,Super built-up  Area,3 BHK,1550.0,3.0,3.0,100.0
568,Super built-up  Area,3 BHK,1600.0,3.0,2.0,86.0
569,Built-up  Area,2 BHK,1160.0,2.0,1.0,55.0
570,Built-up  Area,4 BHK,4144.0,4.0,3.0,315.0
571,Super built-up  Area,3 BHK,2100.0,3.0,2.0,125.0
572,Super built-up  Area,2 BHK,1404.0,2.0,1.0,69.3
573,Plot  Area,4 BHK,2230.0,4.0,3.0,225.0
574,Super built-up  Area,3 BHK,1544.0,3.0,,120.0
575,Super built-up  Area,3 BHK,1305.0,2.0,1.0,58.7
576,Super built-up  Area,2 BHK,1230.0,2.0,2.0,80.0
577,Plot  Area,2 BHK,1200.0,2.0,0.0,65.0
578,Super built-up  Area,3 BHK,1460.0,3.0,1.0,73.0
579,Plot  Area,,1800.0,,,34.185
580,Built-up  Area,2 BHK,967.0,2.0,3.0,45.0
581,Built-up  Area,1 BHK,540.0,1.0,1.0,36.0
582,Super built-up  Area,1 BHK,715.0,1.0,2.0,46.0
583,Super built-up  Area,3 BHK,2500.0,3.0,2.0,313.0
584,Super built-up  Area,3 BHK,1578.0,3.0,1.0,180.0
585,Super built-up  Area,2 BHK,1020.0,2.0,1.0,48.95
586,Super built-up  Area,2 BHK,1020.0,2.0,1.0,40.0
587,Super built-up  Area,2 BHK,1253.0,2.0,1.0,102.0
588,Super built-up  Area,2 BHK,1180.0,2.0,2.0,42.0
589,Super built-up  Area,2 BHK,961.0,2.0,2.0,38.0
590,Built-up  Area,3 BHK,1419.0,3.0,3.0,75.0
591,Super built-up  Area,3 BHK,1709.0,3.0,2.0,150.0
592,Plot  Area,2 BHK,1600.0,2.0,0.0,115.0
593,Super built-up  Area,1 BHK,416.0,1.0,1.0,18.5
594,Carpet  Area,2 BHK,1100.0,2.0,2.0,98.0
595,Super built-up  Area,3 BHK,1430.0,2.0,1.0,65.0
596,Super built-up  Area,2 BHK,1260.0,2.0,2.0,45.0
597,Built-up  Area,3 BHK,1630.0,3.0,2.0,85.0
598,Super built-up  Area,3 BHK,1249.0,3.0,2.0,44.71
599,Super built-up  Area,3 BHK,1450.0,2.0,3.0,85.0
600,Super built-up  Area,3 BHK,2791.0,3.0,1.0,223.0
601,Super built-up  Area,1 BHK,600.0,1.0,0.0,90.0
602,Built-up  Area,1 BHK,834.0,1.0,1.0,60.0
603,Plot  Area,3 BHK,1125.0,4.0,1.0,70.0
604,Super built-up  Area,3 BHK,2060.0,3.0,2.0,140.0
605,Super built-up  Area,7 BHK,12000.0,7.0,3.0,2200.0
606,Built-up  Area,2 BHK,891.0,2.0,1.0,25.0
607,Super built-up  Area,2 BHK,1133.0,2.0,1.0,49.07
608,Built-up  Area,3 BHK,1075.0,2.0,1.0,37.0
609,Super built-up  Area,4 BHK,3000.0,5.0,2.0,260.0
610,Plot  Area,4 BHK,2440.0,5.0,2.0,425.0
611,Built-up  Area,2 BHK,1200.0,2.0,2.0,55.0
612,Super built-up  Area,2 BHK,1075.0,2.0,2.0,45.8
613,Super built-up  Area,2 BHK,1140.0,2.0,2.0,40.0
614,Plot  Area,5 BHK,940.0,4.0,2.0,150.0
615,Plot  Area,6 BHK,2160.0,5.0,1.0,250.0
616,Super built-up  Area,2 BHK,1090.0,2.0,1.0,42.0
617,Built-up  Area,4 BHK,1500.0,4.0,1.0,70.0
618,Super built-up  Area,4 BHK,4104.0,4.0,2.0,360.0
619,Super built-up  Area,3 BHK,1790.0,3.0,,100.0
620,Super built-up  Area,3 BHK,1920.0,3.0,2.0,134.0
621,Built-up  Area,2 BHK,1374.0,2.0,2.0,95.0
622,Carpet  Area,3 BHK,1445.0,3.0,2.0,95.0
623,Super built-up  Area,1 BHK,711.0,1.0,1.0,36.0
624,Super built-up  Area,3 BHK,1500.0,3.0,3.0,95.0
625,Super built-up  Area,3 BHK,1720.0,3.0,3.0,100.0
626,Super built-up  Area,3 BHK,1400.0,3.0,2.0,60.0
627,Built-up  Area,2 BHK,1030.0,2.0,2.0,49.0
628,Super built-up  Area,2 BHK,1200.0,2.0,1.0,85.0
629,Carpet  Area,3 BHK,1375.0,3.0,2.0,70.0
630,Plot  Area,2 BHK,1050.0,1.0,,56.0
631,Super built-up  Area,3 BHK,2250.0,3.0,2.0,160.0
632,Super built-up  Area,2 BHK,1000.0,2.0,2.0,50.0
633,Super built-up  Area,1 BHK,469.0,1.0,0.0,25.0
634,Super built-up  Area,4 BHK,3800.0,4.0,3.0,250.0
635,Super built-up  Area,2 BHK,883.0,2.0,1.0,29.0
636,Super built-up  Area,3 BHK,1820.0,2.0,3.0,86.0
637,Built-up  Area,3 BHK,1440.0,2.0,3.0,65.0
638,Super built-up  Area,6 BHK,3600.0,4.0,1.0,160.0
639,Built-up  Area,4 BHK,2500.0,5.0,2.0,325.0
640,Super built-up  Area,2 BHK,1225.0,2.0,2.0,48.0
641,Plot  Area,3 BHK,4000.0,3.0,1.0,660.0
642,Carpet  Area,2 BHK,875.0,2.0,3.0,52.8
643,Super built-up  Area,1 BHK,750.0,1.0,2.0,40.0
644,Super built-up  Area,2 BHK,1180.0,2.0,3.0,80.0
645,Super built-up  Area,2 BHK,1194.0,2.0,2.0,47.0
646,Super built-up  Area,3 BHK,1500.0,2.0,2.0,62.0
647,Super built-up  Area,2 BHK,1160.0,2.0,2.0,52.2
648,Built-up  Area,9 BHK,,9.0,,265.0
649,Super built-up  Area,3 BHK,2378.0,3.0,1.0,262.0
650,Super built-up  Area,2 BHK,1128.0,2.0,1.0,60.0
651,Super built-up  Area,3 BHK,1500.0,3.0,1.0,150.0
652,Built-up  Area,3 BHK,1220.0,2.0,1.0,35.23
653,Super built-up  Area,2 BHK,1210.0,2.0,2.0,58.0
654,Super built-up  Area,3 BHK,1100.0,2.0,1.0,58.0
655,Super built-up  Area,3 BHK,1200.0,3.0,2.0,46.0
656,Built-up  Area,4 BHK,3385.0,5.0,,260.0
657,Super built-up  Area,3 BHK,1641.0,3.0,2.0,66.0
658,Super built-up  Area,2 BHK,1200.0,2.0,1.0,45.0
659,Super built-up  Area,2 BHK,1260.0,2.0,1.0,67.39
660,Super built-up  Area,3 BHK,1720.0,3.0,3.0,78.0
661,Super built-up  Area,2 BHK,1132.5,2.0,0.0,48.13
662,Super built-up  Area,2 BHK,1210.0,2.0,1.0,45.98
663,Built-up  Area,4 BHK,2200.0,4.0,2.0,200.0
664,Super built-up  Area,3 BHK,1075.0,2.0,1.0,45.0
665,Built-up  Area,3 BHK,1702.0,3.0,2.0,130.0
666,Super built-up  Area,2 BHK,1630.0,2.0,2.0,200.0
667,Super built-up  Area,2 BHK,1141.0,2.0,2.0,38.55
668,Super built-up  Area,3 BHK,2072.0,3.0,2.0,108.0
669,Super built-up  Area,5 BHK,5520.0,,,375.0
670,Built-up  Area,3 BHK,1200.0,2.0,0.0,70.0
671,Super built-up  Area,3 BHK,1350.0,3.0,0.0,77.0
672,Built-up  Area,4 BHK,4046.0,4.0,0.0,445.0
673,Super built-up  Area,3 BHK,1180.0,2.0,2.0,78.34
674,Built-up  Area,3 BHK,35000.0,3.0,3.0,130.0
675,Super built-up  Area,2 BHK,1355.0,2.0,2.0,115.0
676,Plot  Area,1 BHK,600.0,1.0,0.0,50.0
677,Plot  Area,7 BHK,1200.0,7.0,,150.0
678,Super built-up  Area,3 BHK,1640.0,2.0,1.0,120.0
679,Plot  Area,5 BHK,1200.0,5.0,0.0,100.0
680,Super built-up  Area,3 BHK,1190.0,2.0,2.0,57.0
681,Plot  Area,4 BHK,2400.0,4.0,2.0,375.0
682,Super built-up  Area,2 BHK,1019.0,2.0,2.0,49.85
683,Super built-up  Area,3 BHK,1875.0,3.0,2.0,165.0
684,Super built-up  Area,3 BHK,1250.0,3.0,2.0,40.0
685,Plot  Area,3 BHK,1200.0,3.0,2.0,140.0
686,Super built-up  Area,2 BHK,1140.0,2.0,1.0,56.0
687,Super built-up  Area,3 BHK,1683.0,3.0,1.0,109.0
688,Super built-up  Area,3 BHK,1515.0,3.0,,83.3
689,Super built-up  Area,4 BHK,2118.0,4.0,2.0,111.0
690,Built-up  Area,4 BHK,1380.0,3.0,0.0,58.0
691,Super built-up  Area,2 BHK,1083.0,2.0,2.0,61.75
692,Plot  Area,2 BHK,600.0,2.0,1.0,55.0
693,Built-up  Area,3 BHK,2300.0,3.0,3.0,120.0
694,Super built-up  Area,2 BHK,1240.0,2.0,2.0,60.0
695,Super built-up  Area,3 BHK,1750.0,3.0,1.0,120.0
696,Super built-up  Area,2 BHK,1230.0,2.0,,43.48
697,Plot  Area,3 BHK,1500.0,3.0,1.0,139.0
698,Super built-up  Area,2 BHK,985.0,2.0,1.0,40.39
699,Plot  Area,3 BHK,1500.0,2.0,1.0,87.0
700,Built-up  Area,2 BHK,1125.0,2.0,1.0,32.49
701,Built-up  Area,2 BHK,950.0,2.0,1.0,44.0
702,Super built-up  Area,5 BHK,5600.0,,,548.5
703,Super built-up  Area,3 BHK,1580.0,3.0,3.0,76.0
704,Plot  Area,3 BHK,1092.0,2.0,1.0,98.5
705,Built-up  Area,2 BHK,1090.0,2.0,1.0,28.34
706,Built-up  Area,3 BHK,2264.0,3.0,1.0,159.0
707,Super built-up  Area,3 BHK,1033.0,2.0,2.0,25.53
708,Super built-up  Area,2 BHK,810.0,2.0,2.0,24.5
709,Super built-up  Area,2 BHK,1045.0,2.0,0.0,45.0
710,Super built-up  Area,2 BHK,1337.0,2.0,1.0,82.0
711,Super built-up  Area,2 BHK,1200.0,2.0,2.0,32.0
712,Super built-up  Area,3 BHK,1580.0,3.0,2.0,160.0
713,Super built-up  Area,3 BHK,1500.0,2.0,3.0,54.0
714,Super built-up  Area,3 BHK,1640.0,4.0,2.0,91.0
715,Super built-up  Area,3 BHK,1570.0,3.0,2.0,62.0
716,Super built-up  Area,3 BHK,1470.0,2.0,2.0,82.0
717,Super built-up  Area,2 BHK,1160.0,2.0,2.0,40.61
718,Built-up  Area,2 BHK,1050.0,2.0,1.0,71.0
719,Super built-up  Area,3 BHK,1855.0,3.0,1.0,225.0
720,Super built-up  Area,3 BHK,1460.0,2.0,1.0,90.0
721,Built-up  Area,3 BHK,1823.0,3.0,2.0,100.0
722,Super built-up  Area,2 BHK,1094.0,2.0,2.0,42.0
723,Super built-up  Area,2 BHK,1153.0,2.0,2.0,57.0
724,Built-up  Area,3 BHK,1325.0,3.0,1.0,57.0
725,Plot  Area,4 BHK,1200.0,3.0,2.0,85.0
726,Built-up  Area,3 BHK,1590.0,2.0,2.0,125.0
727,Plot  Area,5 BHK,1210.0,4.0,2.0,160.0
728,Plot  Area,4 BHK,1200.0,4.0,0.0,220.0
729,Super built-up  Area,2 BHK,1202.0,2.0,1.0,48.0
730,Built-up  Area,2 BHK,1202.0,2.0,1.0,53.0
731,Super built-up  Area,2 BHK,1200.0,2.0,3.0,62.5
732,Super built-up  Area,3 BHK,1688.0,3.0,1.0,118.0
733,Built-up  Area,2 BHK,1020.0,2.0,1.0,52.0
734,Super built-up  Area,2 BHK,1185.0,2.0,2.0,47.0
735,Super built-up  Area,2 BHK,1235.0,2.0,1.0,52.04
736,Super built-up  Area,4 BHK,3205.0,5.0,1.0,500.0
737,Super built-up  Area,2 BHK,1077.0,2.0,2.0,37.64
738,Super built-up  Area,3 BHK,1415.0,2.0,3.0,66.0
739,Super built-up  Area,3 BHK,2330.0,3.0,2.0,162.0
740,Super built-up  Area,2 BHK,805.0,2.0,2.0,35.0
741,Built-up  Area,1 BHK,425.0,1.0,0.0,20.03
742,Super built-up  Area,2 BHK,1155.0,2.0,3.0,59.95
743,Super built-up  Area,4 BHK,5270.0,4.0,3.0,1250.0
744,Super built-up  Area,2 BHK,656.0,2.0,1.0,22.0
745,Built-up  Area,2 BHK,1100.0,2.0,0.0,48.0
746,Super built-up  Area,2 BHK,1150.0,2.0,3.0,52.0
747,Plot  Area,1 BHK,600.0,1.0,1.0,60.0
748,Super built-up  Area,2 BHK,1468.0,2.0,1.0,140.0
749,Plot  Area,4 BHK,4300.0,5.0,2.0,550.0
750,Super built-up  Area,3 BHK,2280.0,4.0,2.0,126.0
751,Super built-up  Area,2 BHK,1341.0,2.0,1.0,97.0
752,Super built-up  Area,2 BHK,1279.0,2.0,1.0,77.0
753,Super built-up  Area,4 BHK,2225.0,4.0,0.0,98.88
754,Super built-up  Area,2 BHK,1185.0,2.0,2.0,43.51
755,Super built-up  Area,3 BHK,1750.0,3.0,2.0,85.0
756,Super built-up  Area,2 BHK,1152.0,2.0,1.0,53.5
757,Plot  Area,5 BHK,1000.0,4.0,1.0,160.0
758,Super built-up  Area,2 BHK,1300.0,2.0,3.0,36.0
759,Plot  Area,4 BHK,2760.0,4.0,2.0,155.0
760,Super built-up  Area,2 BHK,1070.0,2.0,2.0,39.0
761,Super built-up  Area,2 BHK,1101.0,2.0,0.0,45.0
762,Super built-up  Area,2 BHK,775.0,2.0,1.0,55.0
763,Super built-up  Area,1 BHK,667.0,1.0,1.0,36.85
764,Super built-up  Area,2 BHK,1070.0,2.0,1.0,55.0
765,Built-up  Area,3 BHK,1875.0,2.0,2.0,110.0
766,Super built-up  Area,2 BHK,735.0,2.0,1.0,57.99
767,Plot  Area,5 BHK,4360.0,4.0,1.0,90.0
768,Super built-up  Area,3 BHK,1750.0,3.0,2.0,130.0
769,Super built-up  Area,2 BHK,1215.0,2.0,1.0,67.0
770,Plot  Area,9 BHK,600.0,9.0,3.0,190.0
771,Super built-up  Area,2 BHK,820.0,2.0,1.0,30.0
772,Super built-up  Area,2 BHK,1177.5,2.0,0.0,59.935
773,Super built-up  Area,3 BHK,1779.0,3.0,2.0,89.61
774,Built-up  Area,2 BHK,1105.0,2.0,2.0,58.0
775,Built-up  Area,1 BHK,,2.0,1.0,93.0
776,Super built-up  Area,3 BHK,1650.0,3.0,2.0,60.0
777,Super built-up  Area,2 BHK,1694.0,2.0,2.0,150.0
778,Super built-up  Area,3 BHK,2376.0,3.0,1.0,203.0
779,Super built-up  Area,3 BHK,1975.0,3.0,3.0,150.0
780,Super built-up  Area,2 BHK,674.0,2.0,1.0,33.0
781,Super built-up  Area,2 BHK,1185.0,2.0,1.0,41.0
782,Super built-up  Area,1 RK,445.0,1.0,0.0,28.0
783,Built-up  Area,6 BHK,900.0,7.0,,76.0
784,Super built-up  Area,3 BHK,1475.0,3.0,2.0,75.0
785,Super built-up  Area,3 BHK,1618.0,3.0,3.0,82.5
786,Super built-up  Area,2 BHK,1120.0,2.0,0.0,65.0
787,Super built-up  Area,4 BHK,2181.0,3.0,2.0,152.0
788,Plot  Area,4 BHK,1200.0,4.0,0.0,90.0
789,Plot  Area,6 BHK,600.0,4.0,3.0,65.0
790,Super built-up  Area,3 BHK,1556.0,2.0,1.0,59.13
791,Super built-up  Area,2 BHK,1179.0,2.0,1.0,66.02
792,Super built-up  Area,2 BHK,1296.0,2.0,2.0,83.0
793,Built-up  Area,2 BHK,1275.0,2.0,2.0,52.0
794,Built-up  Area,7 BHK,1875.0,2.0,2.0,300.0
795,Super built-up  Area,3 BHK,1400.0,2.0,2.0,77.0
796,Super built-up  Area,2 BHK,1222.0,2.0,1.0,63.0
797,Super built-up  Area,2 BHK,940.0,2.0,1.0,41.0
798,Super built-up  Area,2 BHK,1185.0,2.0,2.0,42.6
799,Super built-up  Area,3 BHK,1779.0,3.0,2.0,112.0
800,Super built-up  Area,3 BHK,1615.0,3.0,2.0,59.76
801,Super built-up  Area,4 BHK,4624.5,,,453.0
802,Super built-up  Area,2 BHK,1056.0,2.0,1.0,61.0
803,Super built-up  Area,2 BHK,1100.0,2.0,0.0,46.0
804,Built-up  Area,2 BHK,920.0,2.0,1.0,40.0
805,Super built-up  Area,3 BHK,1602.0,2.0,0.0,75.0
806,Built-up  Area,2 BHK,1176.0,2.0,0.0,62.0
807,Plot  Area,4 BHK,675.0,3.0,1.0,59.0
808,Super built-up  Area,3 BHK,1352.0,3.0,0.0,135.0
809,Built-up  Area,3 BHK,1717.0,3.0,3.0,99.0
810,Plot  Area,4 BHK,10961.0,4.0,1.0,80.0
811,Super built-up  Area,4 BHK,2119.0,4.0,3.0,111.0
812,Super built-up  Area,2 BHK,1246.0,2.0,1.0,67.3
813,Super built-up  Area,2 BHK,1141.0,2.0,1.0,42.79
814,Built-up  Area,2 BHK,1157.0,2.0,1.0,84.0
815,Super built-up  Area,2 BHK,1025.0,2.0,2.0,27.68
816,Built-up  Area,1 BHK,650.0,1.0,2.0,33.0
817,Super built-up  Area,2 BHK,1349.0,2.0,1.0,98.0
818,Super built-up  Area,3 BHK,1566.0,3.0,1.0,83.3
819,Super built-up  Area,4 BHK,2830.0,3.0,3.0,195.0
820,Built-up  Area,3 BHK,1320.0,2.0,1.0,38.13
821,Super built-up  Area,3 BHK,1780.0,3.0,1.0,84.83
822,Super built-up  Area,2 BHK,1091.0,2.0,1.0,34.9
823,Super built-up  Area,4 BHK,3670.0,4.0,3.0,300.0
824,Built-up  Area,2 BHK,918.0,2.0,1.0,50.49
825,Super built-up  Area,4 BHK,1950.0,4.0,0.0,130.0
826,Super built-up  Area,3 BHK,1695.0,3.0,1.0,90.0
827,Super built-up  Area,3 BHK,1705.0,3.0,2.0,95.0
828,Built-up  Area,3 BHK,1375.0,3.0,2.0,75.0
829,Super built-up  Area,1 BHK,525.0,1.0,1.0,30.0
830,Built-up  Area,2 BHK,1447.0,2.0,1.0,83.0
831,Super built-up  Area,2 BHK,1114.0,2.0,1.0,39.0
832,Super built-up  Area,3 BHK,1450.0,2.0,1.0,100.0
833,Super built-up  Area,2 BHK,460.0,1.0,0.0,15.0
834,Built-up  Area,2 BHK,1022.0,2.0,2.0,40.0
835,Built-up  Area,2 BHK,1000.0,2.0,2.0,45.0
836,Super built-up  Area,2 BHK,1128.0,2.0,1.0,68.75
837,Super built-up  Area,2 BHK,1180.0,2.0,2.0,57.0
838,Built-up  Area,6 BHK,1000.0,6.0,1.0,69.0
839,Plot  Area,2 BHK,1200.0,2.0,1.0,150.0
840,Super built-up  Area,3 BHK,3761.0,3.0,2.0,660.0
